name,rating,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,agtron,aroma,acid,body,flavor,aftertaste,desc_1,roast_Dark,roast_Light,roast_Medium,roast_Medium-Dark,roast_Medium-Light,cluster
Ethiopia Hambela 1 Organic Natural Alaka,92,1,0,0,0,0,0,0.7215189873417721,9.0,8.0,8.0,9.0,8.0,"Deeply sweet, fruit-toned, with a hint of sweet ferment. Baker’s chocolate, plum, narcissus, barrel-aged rum, cedar in aroma and cup. Sweet-toned structure with brisk acidity; full, satiny mouthfeel. Richly drying, flavor-saturated finish. ",0,0,0,0,1,3
Halo Hartume,93,1,0,0,0,0,0,0.725,9.0,9.0,8.0,9.0,8.0,"Richly sweet, floral-toned. Freesia, tangerine zest, plum, cedar, a hint of marjoram in aroma and cup. Sweet in structure with high-toned, citrusy acidity; full, satiny-smooth mouthfeel. The savory-sweet finish leads with sweet herb notes followed by spicy florals.",0,0,0,0,1,3
Ethiopia Guji Queen Honey,93,1,0,0,0,0,0,0.717948717948718,9.0,9.0,8.0,9.0,8.0,"Richly sweet, fruit-forward. Dried peach, baker’s chocolate, jasmine, cedar, molasses in aroma and cup. Sweetly tart structure with bright, juicy acidity; crisp, satiny mouthfeel. Long, lingering finish that centers around dried peach and chocolate notes, supported by cedar-like wood.",0,0,0,0,1,3
El Salvador Anarquia Pacamara,94,0,0,1,0,0,0,0.7317073170731707,9.0,9.0,9.0,9.0,8.0,"Deep-toned, richly sweet-savory. Pomegranate, toffee, shiitake mushroom, dark chocolate, marjoram in aroma and cup. Sweetly savory structure with balanced, bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of pomegranate and dark chocolate with a hint of shiitake mushroom.",0,1,0,0,0,3
Kauai Estate Reserve Sun-Dried Typica,90,0,0,0,1,0,0,0.7692307692307693,8.0,8.0,8.0,8.0,8.0,"Balanced, crisply sweet. Cocoa, peach, oak, almond, grapefruit zest in aroma and cup. Sweet-toned, brisk structure with a savory edge; soft, plush mouthfeel. Peach, nut and oak carry into a sweet-toned though roundly drying finish. ",0,0,0,0,1,3
Ka’u IPA Natural,95,0,0,0,1,0,0,0.7435897435897436,9.0,9.0,9.0,9.0,9.0,"Complex, high-toned, resiny. Malt, amber, pomelo, baking chocolate, date in aroma and cup. Brightly bittersweet structure with juicy acidity; plush, satiny mouthfeel. Perfumed finish with leading notes of amber and pomelo.",0,0,0,0,1,3
Monarch Estate Pacamara,94,0,0,0,1,0,0,0.75,9.0,9.0,9.0,9.0,8.0,"Richly sweet-savory, complex, layered. Dark chocolate, lilac, candycap mushroom, cedar, black cherry in aroma and cup. Sweetly tart structure with bright, juicy acidity; very full, creamy mouthfeel. The resonant finish consolidates to notes of cocoa-toned lilac and black cherry.",0,0,0,0,1,3
La Esperanza Villa Sarchi,92,0,0,1,0,0,0,0.7647058823529411,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, high-toned, straightforward. Cocoa powder, lime zest, fresh-cut fir, freesia-like flowers, walnut in aroma and cup. Quietly tart structure with round, gently brisk acidity; lightly satiny mouthfeel. The rich-toned finish consolidates to notes of cocoa powder and walnut with hints of flowers.",0,0,1,0,0,3
Yirgacheffe Gedeb G1 Natural,94,1,0,0,0,0,0,0.7469879518072289,9.0,9.0,9.0,9.0,8.0,"High-toned, sweetly tart, deeply savory. Jasmine, dark chocolate, lemon verbena, pink grapefruit zest, candycap mushroom in aroma and cup. Balanced sweet-tart-savory structure; lyrical, syrupy-smooth mouthfeel. The flavor-saturated finish leads with citrus notes (lemon verbena, grapefruit) in the short, rounding to deep chocolate and sweet mushroom in the long.",0,1,0,0,0,3
Santa Luzia Brazil,93,0,0,0,0,0,1,0.6923076923076923,9.0,8.0,9.0,9.0,8.0,"Delicate, fruit-toned. Dried strawberry, brandy, dark chocolate, cedar, pink peppercorn in aroma and cup. Sweet-toned in structure with gentle, round acidity; lightly syrupy mouthfeel. Sweetly fermenty in the finish with notes of berry liqueur and pink peppercorn.",0,0,0,0,1,3
Honduras Blue Hole Estate,93,0,0,1,0,0,1,0.7631578947368421,9.0,8.0,9.0,9.0,8.0,"Deeply sweet, fruit-forward. Raspberry coulis, cocoa nib, freesia-like flowers, cedar, caramelized walnut in aroma and cup. Sweetly tart structure with delicate acidity; very full, satiny-smooth mouthfeel. The finish leads with notes of caramelized walnut and cocoa nib with undertones of freesia.",0,0,0,0,1,3
Ethiopia Cup of Excellence Guji Natural,95,1,0,0,0,0,0,0.7555555555555555,9.0,9.0,9.0,9.0,9.0,"Complex, bright, citrusy. Meyer lemon zest, cocoa nib, dried hibiscus flowers, marjoram, red plum in aroma and cup. Sweetly tart with crisp but juicy acidity; lightly viscous, satiny mouthfeel. Layered finish with citrus and cocoa at the center.",0,1,0,0,0,3
Colombia Huila,91,0,0,0,0,0,1,0.7974683544303798,8.0,8.0,8.0,9.0,8.0,"Crisp, bright, savory-sweet. Cashew brittle, lemon blossom, tamarind, cedar, herbed goat cheese in aroma and cup. Tart-savory structure with brisk acidity; lightly satiny mouthfeel. The finish resonates with notes of citrus, sweet nuts and herbs.",0,1,0,0,0,3
Ethiopia Sidamo Bensa Asefa Dukamo Washed,93,1,0,0,0,0,0,0.7692307692307693,9.0,9.0,8.0,9.0,8.0,"Delicate, crisply sweet. Pear, lilac, cocoa nib, maple syrup, oak in aroma and cup. Deeply sweet structure with vibrant acidity; satiny-smooth mouthfeel. The quiet, cocoa-toned finish is animated by suggestions of pear and maple syrup.",0,0,0,0,1,3
Costa Rica Tarrazu Dota El Diosa Geisha,93,0,0,1,0,0,0,0.7894736842105263,9.0,9.0,8.0,9.0,8.0,"High-toned, floral. Nectarine, lilac, cocoa nib, pistachio brittle, cedar in aroma and cup. Sweet structure with bright, juicy acidity; silky-smooth mouthfeel. The cocoa-toned finish is complicated by hints of lilac and cedar.",0,0,0,0,1,3
Ethiopia Washed Kochere,92,1,0,0,0,0,0,0.7142857142857143,9.0,8.0,8.0,9.0,8.0,"Bright, richly sweet. Jasmine, guava, pine nut, maple syrup, Nutella in aroma and cup. Sweet-toned structure with crisp, citrusy acidity; velvety-smooth mouthfeel. Floral-toned in the short finish, chocolaty in the long.",0,0,0,0,1,3
Rwanda Mushonyi,91,1,0,0,0,0,0,0.725,8.0,8.0,8.0,9.0,8.0,"Crisp, deeply sweet. Cacao nib, honeysuckle, dried apricot, fresh-cut fir, agave syrup in aroma and cup. Sweet-tart structure with pert acidity; full, satiny mouthfeel. The richly drying finish centers around cocoa-toned date notes and sweetly pungent fir.",0,0,0,0,1,3
Colombia Diofanor Ruiz,94,0,0,0,0,0,1,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Crisply sweet-tart, fruit-toned. Vanilla yogurt, Ibarra chocolate (chocolate with cinnamon), gardenia, amber, date in aroma and cup. Rich, sweetly tart structure with bright, tangy acidity; syrupy-smooth mouthfeel. Resonant, flavor-laden, long finish.",0,0,0,0,1,3
Gesha Spirits,95,0,0,0,0,0,1,0.7792207792207793,9.0,9.0,9.0,10.0,8.0,"High-toned, delicate, confident. Star-jasmine, cocoa nib, blood orange, black sage, sandalwood in aroma and cup. Sweet-toned structure with poised and elegantly bright acidity; very smooth, silky mouthfeel. Sandalwood notes contribute resonance to the floral-toned finish.",0,0,0,0,1,3
Oahu Triple-Bourbon “Sparkling” Yeast Ferment,94,0,0,0,1,0,0,0.7297297297297297,9.0,9.0,9.0,9.0,8.0,"Complex, multi-layered, gently fruit-forward. Grape taffy, dark chocolate, dark chocolate, almond brittle, orange creamsicle in aroma and cup. Sweet-toned structure with gently bright acidity; silky, viscous mouthfeel. Resonantly chocolaty finish with undertones of almond and orange. ",0,0,0,0,1,3
Hernan Zuniga Ecuador,93,0,0,0,0,0,1,0.7464788732394366,9.0,9.0,8.0,9.0,8.0,"Rich-toned, deeply sweet. Honey, lilac, date, cocoa nib, baking spices in aroma and cup. Crisply sweet structure with vibrant, juicy acidity; velvety-smooth mouthfeel. The flavor-saturated finish consolidates around honey and baking spices.",0,0,0,0,1,3
Karimiuki Kenya,95,1,0,0,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,9.0,"Deeply sweet, richly sweet-savory, intricately balanced. Red currant, star jasmine, dark chocolate, pink grapefruit zest, sandalwood in aroma and cup. Sweetly savory structure with complex, bright acidity; very full, creamy mouthfeel. Lasting finish that carries over all the flavor and aroma notes from the cup.",0,0,0,0,1,3
Ethiopia Yabitu Koba,94,1,0,0,0,1,0,0.7435897435897436,9.0,9.0,9.0,9.0,8.0,"Crisp, delicate, richly high-toned. Apricot, cocoa nib, honeysuckle, sandalwood, agave syrup in aroma and cup. Sweet-toned structure with lively acidity; full, syrupy-smooth mouthfeel. Cocoa-toned apricot and honeysuckle enliven the quiet finish.",0,0,0,0,1,3
Ethiopia Sidama Telamo FTO Natural,95,1,0,0,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,9.0,"Delicate, high-toned, elegantly fruit-driven. Wild strawberry, tangerine zest, cocoa nib, sandalwood, thyme in aroma and cup. Bright, sweetly tart structure with juicy acidity; silky-smooth, lilting mouthfeel. The resonant finish is saturated with flavor notes from aroma and cup in harmonious balance.",0,0,0,0,1,3
Guatemala Quejina,92,0,0,1,0,0,0,0.6923076923076923,9.0,8.0,8.0,9.0,8.0,"Crisply sweet-tart, high-toned. Mandarin orange, candied violet, hazelnut, baker’s chocolate, fresh-cut fir in aroma and cup. Tart-leaning structure with brisk acidity; satiny mouthfeel. The quiet finish centered around notes of baker’s chocolate, almond and orange. ",0,0,0,0,1,3
Ethiopia Guji Natural,94,1,0,0,0,0,0,0.7710843373493976,9.0,9.0,9.0,9.0,8.0,"Deeply sweet, rich-toned, bright and lively. Red grape, baking chocolate, marshmallow, macadamia nut, lime zest in aroma and cup. Sweet in structure with bright, balanced acidity; full, satiny-smooth mouthfeel. The cleanly fruit-toned finish is pleasantly complicated by notes of macadamia nut and lime zest.",0,1,0,0,0,3
Finca Tasta Peru,93,0,0,0,0,0,1,0.7333333333333333,9.0,9.0,8.0,9.0,8.0,"Bright, juicy, sweetly and seductively tart. Blood orange zest, dried raspberry, ginger blossom, cocoa powder, sandalwood in aroma and cup. Balanced, sweet-tart structure with crisp, vibrant acidity; velvety mouthfeel. Citrus zest and dried berry notes bookend the cocoa-toned finish.",0,0,0,0,1,3
Geisha Pasco Oxapampa Peru,92,0,0,0,0,0,1,0.725,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, spice-toned. Candied pistachio, gardenia, cedar, sugar cane, apricot in aroma and cup. Bittersweet structure with round, gentle acidity; satiny-smooth mouthfeel. The understated finish is driven by notes of nut brittle and spicy, deeply sweet flowers.",0,0,0,0,1,3
Ethiopia Yirgacheffe Hama Washed,94,1,0,0,0,0,0,0.8157894736842105,9.0,9.0,9.0,9.0,8.0,"Complex, multi-layered, deeply sweet-tart. Lilac, cocoa nib, peach, amber, pistachio in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of lilac and peach, balanced by suggestions of crisp cocoa.",0,0,0,0,1,3
Colombia La Esperanza Natural XO,92,0,0,0,0,0,1,0.78125,9.0,8.0,8.0,9.0,8.0,"Delicate, richly sweet, fruit-centered. Dried strawberry, baker’s chocolate, magnolia, fresh-cut fir, maple syrup in aroma and cup. Sweet-toned structure with brisk acidity; smooth, satiny mouthfeel. The finish consolidates to notes of dried strawberry and fresh-cut fir with crisp chocolate undertones.",0,0,1,0,0,3
Peru Chirinois,92,0,0,0,0,0,1,0.7368421052631579,9.0,8.0,8.0,9.0,8.0,"Balanced, deeply sweet, subtly spice-toned. Pear, almond, baker’s chocolate, wisteria, maple syrup in aroma and cup. Sweet-tart-savory structure with soft acidity; satiny-smooth mouthfeel. A gently brisk finish quietly sustains all of the aroma and flavor notes from the cup. ",0,0,0,0,1,3
Guatemala Sierra Roja Geisha,93,0,0,1,0,0,0,0.775,9.0,9.0,8.0,9.0,8.0,"Rich-toned, crisp, sweetly bright. Pink grapefruit zest, lavender, cocoa nib, sandalwood, apricot in aroma and cup. Delicate, juicy-sweet in structure; silky-smooth mouthfeel. The quietly complex finish consolidates to apricot and lavender. ",0,1,0,0,0,3
Kenya Thunguri AA,94,1,0,0,0,0,0,0.725,9.0,9.0,9.0,9.0,8.0,"Balanced, richly sweet-savory, deeply pungent. Ripe tomato, black currant, almond brittle, jasmine, oak in aroma and cup. Sweet-savory structure with vibrant, juicy acidity; full, satiny, nectar-like mouthfeel. The resonant finish leads with notes of black currant, ripe tomato and almond brittle.",0,0,0,0,1,3
Colombia Laderas del Tapias Estate Natural Geisha,94,0,0,0,0,0,1,0.7428571428571429,9.0,9.0,9.0,9.0,9.0,"Crisply sweet-tart, fruit-toned. Blackberry jam, cocoa powder, almond, narcissus, baking spices in aroma and cup. Sweetly tart structure with bright, fruit-forward acdity; lively, satiny mouthfeel. The finish consolidates to notes of blackberry and cocoa.",0,0,0,0,1,3
Kenya AB,94,1,0,0,0,0,0,0.7619047619047619,9.0,9.0,9.0,9.0,8.0,"Complex, multi-layered. Almond brittle, black cherry, dark chocolate, narcissus, mustard seed in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, lively mouthfeel. Resonant, long, flavor-saturated finish consolidates to suggestions of black cherry and almond brittle. ",0,1,0,0,0,3
Guatemala Maragogype La Providencia,93,0,0,1,0,0,0,0.7567567567567568,9.0,9.0,8.0,9.0,8.0,"Richly sweet-tart, floral-toned. Pomegranate, wisteria, maple syrup, pink grapefruit zest, cocoa nib in aroma and cup. Tart-leaning structure with juicy, buoyant acidity; crisp, satiny mouthfeel. Sweetly tart in the short finish with pomegranate and pink grapefruit; cocoa nib and wisteria resurface in the long.",0,0,0,0,1,3
Gesha Village Lot #85 Natural,95,1,0,0,0,0,0,0.75,9.0,9.0,9.0,9.0,9.0,"High-toned, multi-layered, intriguingly complex. Wisteria, pineapple, myrrh, cocoa nib, pink grapefruit zest in aroma and cup. Richly sweet-tart structure with vibrant, juicy acidity; crisp yet syrupy mouthfeel. The resounding, flavor-laden finish is both deeply floral and richly sweet-tart.",0,0,0,0,1,3
Nano Challa Ethiopia,93,1,0,0,0,0,0,0.7142857142857143,9.0,8.0,9.0,9.0,8.0,"High-toned, deeply sweet. Mango, gardenia, fresh-cut pine, molasses, hazelnut in aroma and cup. Sweet-tart structure with pert, lively acidity; viscous, lightly syrupy mouthfeel. The finish is redolent with mango and hazelnut.",0,0,0,0,1,3
Ceri Ceri Meriah Coffee,94,0,0,0,0,1,0,0.75,9.0,9.0,9.0,9.0,8.0,"Complex, multi-layered, crisply sweet-tart. Apricot, almond, honeysuckle, oak, maple syrup in aroma and cup. Sweetly tart structure with juicy, bright acidity; viscous, syrupy mouthfeel. Resonant, flavor-saturated finish that consolidates to apricot and oak in the long.",0,0,0,0,1,3
Costa Rica Microlot Series San Cristobal Natural,92,0,0,1,0,0,0,0.72,9.0,8.0,8.0,9.0,8.0,"Richly sweet, fruit-toned. Strawberry, dark chocolate, sandalwood, freesia-like flowers, a hint of aged grappa in aroma and cup. Deeply sweet structure with brisk acidity; satiny-smooth mouthfeel. The resonant finish leads with notes of strawberry and flowers in the short, rounding to dark chocolate and sandalwood in the long, with a hint of appealing sweet ferment throughout.",0,0,0,0,1,3
Tanzania Sambewe,94,1,0,0,0,0,0,0.7435897435897436,9.0,9.0,9.0,9.0,8.0,"High-toned, richly sweet, layered and complex. Mulberry, cocoa nib, myrrh, star jasmine, almond brittle in aroma and cup. Juicy-bright structure with citrusy acidity; very full, syrupy-smooth mouthfeel. Resonant, floral, cocoa-toned finish. ",0,0,0,0,1,3
Ethiopia Guji Hambela Kudume Yellow Honey,94,1,0,0,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Richly sweet-tart, fruit-forward. Dried strawberry, dark chocolate, cashew butter, thyme, pink grapefruit zest in aroma and cup. Brightly sweet with juicy acidity; satiny-smooth mouthfeel. Resonant, flavor-laden finish.",0,0,0,0,1,3
Honduras David Mancia,90,0,0,1,0,0,0,0.6904761904761905,8.0,8.0,8.0,8.0,8.0,"High-toned, crisply sweet. Roasted cacao nib, apricot, freesia, oak, toffee in aroma and cup. Sweet-toned in structure with brisk, juicy acidty; silky mouthfeel. The finish centers around cocoa-toned stone fruit with hints of spicy floral notes.",0,1,0,0,0,3
Organic Ethiopia Shantawene Natural,92,1,0,0,0,0,0,0.717948717948718,8.0,8.0,9.0,9.0,8.0,"Crisp, lively, citrus-toned. Meyer lemon zest, plum, cocoa nib, freesia-like flowers, agave syrup in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with Meyer lemon and cocoa notes supported by a hint of agave syrup.",0,0,0,0,1,3
Ethiopia Worka Natural,93,1,0,0,0,0,0,0.75,9.0,8.0,9.0,9.0,8.0,"Richly sweet, fruit-toned. Raspberry jam, almond butter, rhododendron-like flowers, grappa, cocoa powder in aroma and cup. Sweet-tart structure with fruit-forward acidity; plush, syrupy mouthfeel. The finish consolidates around deep raspberry and cocoa notes, with a heady hint of sweet ferment.",0,0,0,0,1,3
Guatemala El Injerto Natural Legendary Gesha 7,95,0,0,1,0,0,0,0.775,9.0,9.0,9.0,9.0,9.0,"Balanced, complex, classic. Red plum, Nutella, lavender, lemon verbena, fresh-cut cedar in aroma and cup. Gently sweet-tart structure with high-toned acidity; full, viscous mouthfeel. All the flavor notes from the cup, especially red plum and Nutella, carry into a harmonious, integrated finish. ",0,1,0,0,0,3
Seasonal Ethiopia Yirgacheffe Natural,91,1,0,0,0,0,0,0.775,9.0,8.0,8.0,9.0,7.0,"Richly sweet-tart, fruit-toned. Blackberry, grappa barrel, magnolia, molasses, Brazil nut in aroma and cup. Deeply sweet structure with winy acidity; satiny mouthfeel. The crisp finish centers around notes of molasses and grappa barrel.",0,1,0,0,0,3
Guatemala Finca El Limonar Hugo Chavez Mendez,92,0,0,1,0,0,0,0.6666666666666666,8.0,9.0,8.0,9.0,8.0,"Crisp, delicate, sweetly herbaceous. Roasted cacao nib, lemon verbena, almond brittle, date, freesia-like flowers in aroma and cup. Sweetly tart structure with bright, citrusy acidity; delicate, silky mouthfeel. The resonant finish is crisply sweet and richly drying, with notes of lemon verbena and cocoa nib.",0,0,0,0,1,3
Panama El Burro Estate Natural Gesha,95,0,0,1,0,0,0,0.7532467532467533,9.0,9.0,9.0,9.0,9.0,"Delicate, deeply sweet, complexly layered. Passion fruit, wild honey, lilac, macadamia nut, tangerine zest in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny-smooth mouthfeel. The richly cocoa-toned finish is alive with tropical fruit and rich aromatic wood notes.",0,0,0,0,1,3
Ethiopia Dry-Processed Guji Mt. Kayon,95,1,0,0,0,0,0,0.7466666666666667,9.0,9.0,9.0,9.0,9.0,"Complex, fruit-forward. Ripe strawberry, dark chocolate, frankincense, pink peppercorn, aged rum in aroma and cup. Bittersweet structure animated by a bright, juicy acidity; delicately lively, smooth mouthfeel. The resonant finish is flavor-saturated, leading with berry notes with a hint of sweet ferment in the short, rounding to spice-toned chocolate in the long.",0,0,0,0,1,3
Finca Lerida Gesha Natural,92,0,0,1,0,1,0,0.7428571428571429,8.0,8.0,9.0,9.0,8.0,"Richly sweet, floral-toned. Magnolia, date, almond, caramel, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. Floral and nut-toned finish.",0,0,0,0,1,3
